Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mexico,MEX,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3135111499781,36.1998096658865,36.0861081817948,35.9724066977031,35.8587052136115,35.7450037295198,35.6313022454281,35.5176007613365,35.4038992772448,35.2901977931531,35.1764963090614,35.1025211553795,35.0285460016976,34.9545708480156,34.8805956943337,34.8066205406518,34.7326453869698,34.6586702332879,34.584695079606,34.510719925924,34.4367447722421,34.3737390364979,34.3107333007536,34.2477275650094,34.1847218292652,34.1217160935209,34.0559942385349,33.9902672393837,33.9245402402325,33.8588183852465,33.7930913860953
Nicaragua,NIC,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.176998504238,52.3460196111019,51.5150407179658,50.6840618248297,49.8530829316935,49.0221040385574,48.1911251454213,47.3601462522852,46.5291673591491,45.698188466013,44.8672095728768,43.8607528668772,42.8542961608775,41.8478394548778,40.8413827488782,39.8349260428785,38.8284693368788,37.8220126308792,36.8155559248795,35.8090992188798,34.8026425128802,34.3362639188965,33.8698853249127,33.403506730929,32.9371281369453,32.4707495429616,31.6397706498255,30.8087917566894,29.9778128635533,29.1468339704172,28.315855077281
Panama,PAN,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9774011299435,61.7550981974711,61.5327952649987,61.3104923325262,61.0881894000538,60.8658864675814,60.643583535109,60.4212806026365,60.1989776701641,59.9766747376917,59.7543718052193,59.6008205542104,59.4472693032015,59.2937180521926,59.1401668011838,58.9866155501749,58.833064299166,58.6795130481571,58.5259617971482,58.3724105461394,58.2188592951305,58.0652945924132,57.911729889696,57.7581651869788,57.775580140313,57.6215596330275,57.4676200755532,57.3135456017269,57.1156827588066,56.9617266807771,56.8079054154253
Peru,PER,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.725421875,59.63552265625,59.5456234375,59.45572421875,59.365825,59.27592578125,59.1860265625,59.09612734375,59.006228125,58.91632890625,58.8264296875,58.72892734375,58.631425,58.53392265625,58.4364203125,58.33891796875,58.241415625,58.14391328125,58.0464109375,57.94890859375,57.85140625,57.7177703125,57.584134375,57.4504984375,57.3168625,57.1832265625,57.03928125,56.902171875,56.77815625,56.643125,56.5081015625
Paraguay,PRY,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2986659954694,63.6557739743267,63.012881953184,62.3699899320413,61.7270979108986,61.0842058897559,60.4413138686131,59.7984218474704,59.1555298263277,58.512637805185,57.8697457840423,57.0085728668512,56.1473999496602,55.2862270324692,54.4250541152781,53.5638811980871,52.702708280896,51.841535363705,50.980362446514,50.1191895293229,49.2580166121319,48.2153435690914,47.1726705260508,46.1299974830103,45.0873244399698,44.0446513969293,43.6273093380317,42.6384847722124,41.9353888749056,41.2323181474956,40.5292222501888
El Salvador,SLV,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6949806949807,34.4777992277992,34.2606177606178,34.0434362934363,33.8262548262548,33.6090733590734,33.3918918918919,33.1747104247104,32.957528957529,32.7403474903475,32.523166023166,32.3059845559846,32.0888030888031,31.8716216216216,31.6544401544402,31.4372586872587,31.2200772200772,31.0028957528958,30.7857142857143,30.5685328185328,30.3513513513514,30.1341698841699,29.9169884169884,29.699806949807,29.4826254826255,29.265444015444,29.0482625482625,28.8310810810811,28.6138996138996,28.3967181467181,28.1795366795367
Suriname,SUR,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5745512820513,98.5509871794872,98.5274230769231,98.503858974359,98.4802948717949,98.4567307692308,98.4331666666667,98.4096025641026,98.3860384615385,98.3624743589744,98.3389102564103,98.3126217948718,98.2863333333333,98.2600448717949,98.2337564102564,98.2074679487179,98.1811794871795,98.154891025641,98.1286025641026,98.1023141025641,98.0760256410256,98.0142435897436,97.9524615384615,97.8906794871795,97.8288974358974,97.7671153846154,97.694358974359,97.6475641025641,97.5691025641026,97.4905769230769,97.4121153846154
Uruguay,URY,Forest_pctLand,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55947891669523,4.88572734544624,5.21197577419724,5.53822420294823,5.86447263169923,6.19072106045023,6.51696948920123,6.84321791795223,7.16946634670323,7.49571477545423,7.82196320420523,8.02896811792938,8.23597303165353,8.44297794537767,8.64998285910182,8.85698777282596,9.06399268655011,9.27099760027425,9.4780025139984,9.68500742772255,9.89201234144669,10.1076448405896,10.3232773397326,10.5389098388756,10.7545423380185,10.9701748371615,11.1244429208091,11.2444292080905,11.364415495372,11.4844017826534,11.6043880699349
Argentina,ARG,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05353119415741,,,,,,,,,1.45804250038778,,,,,,,0.935062647881265,,
Belize,BLZ,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731225823662799,,,0.790797987059669,,,0.710837621346348,,,,,,
Brazil,BRA,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94539442937572,1.93928902024541,,,,,,,,,,2.91413407542935,,,
Chile,CHL,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95397915077549,,,,,,,,,,,,,
Colombia,COL,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944368543419381,,1.45172663090531,,,,,,,
Costa Rica,CRI,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43490304709141,1.50413223140496,1.55555555555556,1.5170105967652,1.50330396475771,1.54480483782298,,,,,,,,,,
Dominica,DMA,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58477970627503,9.26896551724138,9.52570745316859,10.0266666666667,10.2229983879635,10.7528332433891,10.1813297515111,12.6353790613718,12.5638529148939,12.7686799798533,12.6283818886624,12.5781977904965,16.6392694063927,15.6676455346347,16.2799129804206,15.0447227191413,15.0513950073421,,
Guatemala,GTM,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.163112164297,,,,,,,,,,,,,,,,,
Guyana,GUY,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2423651114581,,,,,,,,,,,,,,,,,
Honduras,HND,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59142857142857,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.872329338197,53.4174553101998,52.879027997887,52.0999468367889,51.3993541442411,51.6304347826087,,,,,,,,,,,,,
Mexico,MEX,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90708587517597,1.95270714084639,5.05489349723187,5.06709205217228,4.97750702905342,5.4070977188656,5.44274284829781,5.75045700283925,6.27613439018948,5.60124537390589,5.70354182662965,5.78756890549962,,,,,,
Nicaragua,NIC,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43382023478806,1.43549255338238,1.43394873633268,1.20014648846845,0.892620415377817,0.934041611332448,1.09783089862771,,,,,,,
Peru,PER,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01895694308667,1.99135666468943,2.11879320296772,2.28050971146289,1.74871644213148,1.95241681309793,2.18959836509989,1.17800321525583,1.09144665036405,1.35663719251852,1.40736774175832,1.46462987297416,,1.54409163877779,,1.50765319919952,,
Suriname,SUR,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2114427860697,71.0600255427842,69.55,72.9918032786885,72.65625,72.562358276644,75.8620689655172,75.8620689655172,75.0,73.8095238095238,,
Uruguay,URY,IrrigatedLand_pctAgriLand,AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15005103776795,1.07903780068729,1.22665939757394,1.16781422978264,1.23328483336798,1.37684152554041,1.40548137737175,,,,1.5825928974934,1.58781017480152,1.59105016445608,,
Argentina,ARG,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,,,591.0,,,
Belize,BLZ,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,,,1705.0,,,
Bolivia,BOL,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,,,1146.0,,,
Brazil,BRA,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,,,1761.0,,,
Chile,CHL,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,,,1522.0,,,
Colombia,COL,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,,,3240.0,,,
Costa Rica,CRI,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,,,2926.0,,,
Dominica,DMA,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,,,2083.0,,,
Ecuador,ECU,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,,,2274.0,,,
Guatemala,GTM,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,,,1996.0,,,
Guyana,GUY,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,,,2387.0,,,
Honduras,HND,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,,,1976.0,,,
"Korea, Rep.",KOR,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,,,1274.0,,,
Mexico,MEX,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,,,758.0,,,
Nicaragua,NIC,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,,,2280.0,,,
Panama,PAN,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,,,2928.0,,,
Peru,PER,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,,,1738.0,,,
Paraguay,PRY,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,
El Salvador,SLV,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,,,1784.0,,,
Suriname,SUR,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,,,2331.0,,,
Uruguay,URY,PercipiAvg_mmYear,AG.LND.PRCP.MM,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,,,1300.0,,,
Argentina,ARG,Land_sqkm,AG.LND.TOTL.K2,,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0,2736690.0
Belize,BLZ,Land_sqkm,AG.LND.TOTL.K2,,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0,22810.0
Bolivia,BOL,Land_sqkm,AG.LND.TOTL.K2,,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0,1083300.0
Brazil,BRA,Land_sqkm,AG.LND.TOTL.K2,,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0,8358140.0
Chile,CHL,Land_sqkm,AG.LND.TOTL.K2,,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0,743532.0
Colombia,COL,Land_sqkm,AG.LND.TOTL.K2,,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0,1109500.0
Costa Rica,CRI,Land_sqkm,AG.LND.TOTL.K2,,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0,51060.0
Dominica,DMA,Land_sqkm,AG.LND.TOTL.K2,,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
Ecuador,ECU,Land_sqkm,AG.LND.TOTL.K2,,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0
Guatemala,GTM,Land_sqkm,AG.LND.TOTL.K2,,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0
Guyana,GUY,Land_sqkm,AG.LND.TOTL.K2,,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0
Honduras,HND,Land_sqkm,AG.LND.TOTL.K2,,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0
"Korea, Rep.",KOR,Land_sqkm,AG.LND.TOTL.K2,,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96460.0,96740.0,96790.0,96800.0,96820.0,96850.0,96880.0,96920.0,96990.0,97060.0,97200.0,97190.0,97310.0,97426.0,97430.0,97445.0,97489.0,97510.0,97520.0,97520.0,97520.0
Mexico,MEX,Land_sqkm,AG.LND.TOTL.K2,,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0,1943950.0
Nicaragua,NIC,Land_sqkm,AG.LND.TOTL.K2,,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0,120340.0
